id,numeric_score,qualitative_response,model_used,timestamp_utc,prompt_tokens,completion_tokens,total_tokens
125,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T03:24:08.908703+00:00,142,40,182
126,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a stable community. However, the urban setting may contribute to a slightly higher crime risk",llama-3.1-8b-instant,2026-03-04T03:24:11.313423+00:00,142,40,182
127,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T03:24:13.718739+00:00,142,40,182
128,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T03:24:16.078985+00:00,142,40,182
129,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T03:24:18.441756+00:00,142,40,182
130,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial activity. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T03:24:20.913210+00:00,153,40,193
131,8.0,"8

This neighborhood is perceived as moderately safe, with a mix of affluent and neglected areas. The presence of vacant or abandoned properties may contribute to a sense of neglect and potential crime hotspots. However",llama-3.1-8b-instant,2026-03-04T03:24:23.272032+00:00,146,40,186
132,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T03:24:25.705509+00:00,142,40,182
133,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of a mixed commercial profile and occupied housing units may also",llama-3.1-8b-instant,2026-03-04T03:24:28.160265+00:00,142,40,182
134,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographics and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T03:24:30.518468+00:00,142,40,182
135,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographics and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T03:24:32.878837+00:00,142,40,182
136,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T03:24:35.232842+00:00,142,40,182
137,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of a mixed commercial profile and occupied housing units may also",llama-3.1-8b-instant,2026-03-04T03:24:37.588657+00:00,142,40,182
138,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T03:24:39.954710+00:00,142,40,182
139,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T03:24:42.349278+00:00,142,40,182
140,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T03:24:44.728801+00:00,142,40,182
141,6.0,"6

This neighborhood is perceived as relatively safe, with a low crime risk due to its affluent demographics and high median household income. However, the presence of vacant or abandoned properties may contribute to a sense",llama-3.1-8b-instant,2026-03-04T03:24:47.199103+00:00,146,40,186
142,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T03:24:49.579129+00:00,142,40,182
143,6.0,"6

This neighborhood is perceived as relatively safe, with a low crime risk due to its affluent demographics and a mix of commercial and residential areas. However, the presence of vacant or abandoned properties may contribute",llama-3.1-8b-instant,2026-03-04T03:24:52.036215+00:00,146,40,186
144,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T03:24:54.475122+00:00,142,40,182
145,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly White population, suggesting a stable and affluent community. However, the urban setting may still pose some risks,",llama-3.1-8b-instant,2026-03-04T03:24:56.859363+00:00,142,40,182
146,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T03:24:59.220215+00:00,142,40,182
147,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of community and activity. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T03:25:01.647904+00:00,142,40,182
148,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The presence of services and everyday retail options suggests a well-established neighborhood",llama-3.1-8b-instant,2026-03-04T03:25:04.010639+00:00,142,40,182
149,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but the presence of vacant or abandoned properties may contribute to a sense of neglect and potential crime hotspots.",llama-3.1-8b-instant,2026-03-04T03:25:06.453715+00:00,146,40,186
